sampleId,imageRef,imageHash,labelCategoryId,labelSubCategoryId,labelSource,weightKg,district,observedPriceInr,finalPriceInr,capturedAt,split,synthetic
TRN_001542,synthetic://images/crt_tv/210be1ed445d.jpg,210be1ed445d,crt,crt_tv,recycler_corrected,137.97,Mumbai Suburban,1075.77,1034.86,2026-04-10T15:36:00.000Z,train,true
TRN_001543,synthetic://images/plastic_hips_tv/de9cc65f9ce1.jpg,de9cc65f9ce1,mixed_plastic,plastic_hips_tv,collector,23.48,Mumbai Suburban,663.19,637.97,2026-04-10T15:36:00.000Z,train,true
TRN_001544,synthetic://images/cable_mixed_scrap/080fc6162145.jpg,080fc6162145,cable,cable_mixed_scrap,recycler_corrected,17.16,Mumbai Suburban,3487.94,3355.29,2026-04-10T15:36:00.000Z,test,true
TRN_001545,synthetic://images/crt_tv/2de2d317ad2c.jpg,2de2d317ad2c,crt,crt_tv,collector,16.73,Nashik,108.74,118.69,2026-02-22T19:09:00.000Z,train,true
TRN_001546,synthetic://images/battery_button_cell/095398510e64.jpg,095398510e64,battery,battery_button_cell,collector,23.31,Thane,2301.4,2080.22,2026-06-17T08:02:00.000Z,val,true
TRN_001547,synthetic://images/pcb_mobile/c36318621f20.jpg,c36318621f20,pcb,pcb_mobile,collector,0.14,Thane,131.26,118.65,2026-06-17T08:02:00.000Z,train,true
TRN_001548,synthetic://images/cable_aluminium/c7faa7a59bc6.jpg,c7faa7a59bc6,cable,cable_aluminium,collector,6.65,Nagpur,779.71,,2026-04-22T15:01:00.000Z,test,true
TRN_001549,synthetic://images/pcb_motherboard/d70f7950cba9.jpg,d70f7950cba9,pcb,pcb_motherboard,collector,10.29,Nagpur,3258.64,,2026-04-22T15:01:00.000Z,test,true
TRN_001550,synthetic://images/pcb_power_supply/82e70c1470bc.jpg,82e70c1470bc,pcb,pcb_power_supply,collector,12.62,Thane,1503.62,1593.14,2026-06-13T16:37:00.000Z,train,true
TRN_001551,synthetic://images/cable_copper_house/673f4b95b947.jpg,673f4b95b947,cable,cable_copper_house,collector,17.49,Thane,7894.53,8364.56,2026-06-13T16:37:00.000Z,train,true
TRN_001552,synthetic://images/cable_aluminium/ce2890db78d1.jpg,ce2890db78d1,cable,cable_aluminium,collector,39.42,New Delhi,5101.44,5049.49,2026-01-12T08:25:00.000Z,train,true
TRN_001553,synthetic://images/pcb_cpu_processor/6f5a9256e55f.jpg,6f5a9256e55f,pcb,pcb_cpu_processor,collector,0.18,New Delhi,905.49,896.27,2026-01-12T08:25:00.000Z,train,true
TRN_001554,synthetic://images/motor_hdd_assembly/0402f33b028d.jpg,0402f33b028d,motor_magnet,motor_hdd_assembly,recycler_corrected,3.86,New Delhi,1115.95,1104.59,2026-01-12T08:25:00.000Z,train,true
TRN_001555,synthetic://images/plastic_mixed_dirty/c59d688a2d9b.jpg,c59d688a2d9b,mixed_plastic,plastic_mixed_dirty,collector,44.93,New Delhi,577.35,571.47,2026-01-12T08:25:00.000Z,train,true
TRN_001556,synthetic://images/motor_small_appliance/856f103ef8c7.jpg,856f103ef8c7,motor_magnet,motor_small_appliance,collector,10.62,Mumbai Suburban,1262.2,1254.76,2026-03-09T07:12:00.000Z,train,true
TRN_001557,synthetic://images/battery_li_ion_mobile/92b6eb699e31.jpg,92b6eb699e31,battery,battery_li_ion_mobile,collector,0.15,Pune,28.75,29.44,2025-10-23T15:34:00.000Z,train,true
TRN_001558,synthetic://images/plastic_abs_casing/ad19a7746b5c.jpg,ad19a7746b5c,mixed_plastic,plastic_abs_casing,recycler_corrected,33.12,Pune,910.89,932.63,2025-10-23T15:34:00.000Z,train,true
TRN_001559,synthetic://images/cable_aluminium/4eb84bd76c5f.jpg,4eb84bd76c5f,cable,cable_aluminium,collector,2.26,Chhatrapati Sambhajinagar,270.25,,2026-05-16T19:46:00.000Z,train,true
TRN_001560,synthetic://images/pcb_mobile/d2c4f2c312e2.jpg,d2c4f2c312e2,pcb,pcb_mobile,collector,0.05,Chhatrapati Sambhajinagar,47.25,,2026-05-16T19:46:00.000Z,train,true
TRN_001561,synthetic://images/pcb_tv_low_grade/bc2a24743ec5.jpg,bc2a24743ec5,pcb,pcb_tv_low_grade,collector,3.14,Chhatrapati Sambhajinagar,308.6,,2026-05-16T19:46:00.000Z,train,true
TRN_001562,synthetic://images/cable_data_thin/6767dc04440e.jpg,6767dc04440e,cable,cable_data_thin,collector,19.44,Nashik,2638.46,2918.22,2025-09-28T07:45:00.000Z,train,true
TRN_001563,synthetic://images/cable_mixed_scrap/7948fd637052.jpg,7948fd637052,cable,cable_mixed_scrap,collector,34.9,Nagpur,6329.46,,2025-12-01T13:20:00.000Z,train,true
TRN_001564,synthetic://images/pcb_cpu_processor/cfb64dd41c38.jpg,cfb64dd41c38,pcb,pcb_cpu_processor,collector,0.22,Nagpur,669.44,,2025-12-01T13:20:00.000Z,train,true
TRN_001565,synthetic://images/pcb_mobile/e72ba9049f93.jpg,e72ba9049f93,pcb,pcb_mobile,collector,0.27,Mumbai Suburban,335.29,346.95,2025-12-31T06:24:00.000Z,train,true
TRN_001566,synthetic://images/plastic_mixed_dirty/655694aeb3d5.jpg,655694aeb3d5,mixed_plastic,plastic_mixed_dirty,collector,7.11,Mumbai Suburban,66.99,69.32,2025-12-31T06:24:00.000Z,train,true
TRN_001567,synthetic://images/pcb_cpu_processor/2df2e6a5f7f0.jpg,2df2e6a5f7f0,pcb,pcb_cpu_processor,recycler_corrected,0.07,Mumbai Suburban,295.5,305.78,2025-12-31T06:24:00.000Z,train,true
TRN_001568,synthetic://images/plastic_mixed_dirty/bcdcae1dc158.jpg,bcdcae1dc158,mixed_plastic,plastic_mixed_dirty,collector,29.48,Mumbai Suburban,342.26,344.46,2026-03-26T19:16:00.000Z,train,true
TRN_001569,synthetic://images/cable_aluminium/584ecccf5622.jpg,584ecccf5622,cable,cable_aluminium,collector,12.42,Mumbai Suburban,1447.41,1456.71,2026-03-26T19:16:00.000Z,test,true
TRN_001570,synthetic://images/battery_li_ion_mobile/24eda651190b.jpg,24eda651190b,battery,battery_li_ion_mobile,collector,0.31,Pune,48.72,49.89,2025-10-16T16:41:00.000Z,train,true
TRN_001571,synthetic://images/crt_yoke/3c827b270852.jpg,3c827b270852,crt,crt_yoke,collector,2,Pune,145.18,148.65,2025-10-16T16:41:00.000Z,train,true
TRN_001572,synthetic://images/motor_small_appliance/991d02ba5395.jpg,991d02ba5395,motor_magnet,motor_small_appliance,collector,10.95,Nagpur,1199.46,,2026-03-27T17:14:00.000Z,train,true
TRN_001573,synthetic://images/pcb_tv_low_grade/519af60fee44.jpg,519af60fee44,pcb,pcb_tv_low_grade,recycler_corrected,2.77,Nagpur,300.32,,2026-03-27T17:14:00.000Z,train,true
TRN_001574,synthetic://images/motor_speaker_magnet/bac09b4d7246.jpg,bac09b4d7246,motor_magnet,motor_speaker_magnet,collector,2.13,Nagpur,148.82,,2025-12-09T06:50:00.000Z,val,true
TRN_001575,synthetic://images/plastic_mixed_dirty/5c83ab4fcd09.jpg,5c83ab4fcd09,mixed_plastic,plastic_mixed_dirty,collector,1.61,Pune,20.27,17.79,2026-06-12T17:53:00.000Z,val,true
TRN_001576,synthetic://images/motor_fan_ac/02715df19a5e.jpg,02715df19a5e,motor_magnet,motor_fan_ac,collector,24.62,Pune,3602.4,3161.35,2026-06-12T17:53:00.000Z,val,true
TRN_001577,synthetic://images/battery_li_ion_laptop/da039df2a9c7.jpg,da039df2a9c7,battery,battery_li_ion_laptop,collector,1.14,New Delhi,125.01,134.84,2025-10-22T19:51:00.000Z,train,true
TRN_001578,synthetic://images/motor_speaker_magnet/4c708223d9b0.jpg,4c708223d9b0,motor_magnet,motor_speaker_magnet,collector,4.02,New Delhi,299.37,322.92,2025-10-22T19:51:00.000Z,train,true
TRN_001579,synthetic://images/plastic_hips_tv/ec673f75f839.jpg,ec673f75f839,mixed_plastic,plastic_hips_tv,collector,3.33,Pune,62.91,64.98,2026-08-02T18:53:00.000Z,test,true
TRN_001580,synthetic://images/plastic_hips_tv/df61eb5c044d.jpg,df61eb5c044d,mixed_plastic,plastic_hips_tv,collector,41.78,Pune,962.61,973.75,2026-06-09T08:10:00.000Z,test,true
TRN_001581,synthetic://images/pcb_mobile/4aff70706dc6.jpg,4aff70706dc6,pcb,pcb_mobile,collector,0.13,Pune,134.13,94.08,2026-05-18T13:22:00.000Z,train,true
TRN_001582,synthetic://images/cable_copper_house/c161804b7a97.jpg,c161804b7a97,cable,cable_copper_house,recycler_corrected,31.99,Pune,12668.04,8885.9,2026-05-18T13:22:00.000Z,train,true
TRN_001583,synthetic://images/plastic_hips_tv/d355f55cb5f5.jpg,d355f55cb5f5,mixed_plastic,plastic_hips_tv,collector,15.56,Pune,363.01,400.6,2025-09-24T10:53:00.000Z,train,true
TRN_001584,synthetic://images/cable_data_thin/bc7362c24921.jpg,bc7362c24921,cable,cable_data_thin,collector,30.82,Pune,4190.1,4624.05,2025-09-24T10:53:00.000Z,train,true
TRN_001585,synthetic://images/plastic_abs_casing/bb12c1f0a63f.jpg,bb12c1f0a63f,mixed_plastic,plastic_abs_casing,collector,20.77,Mumbai Suburban,773.11,725.59,2026-04-06T15:57:00.000Z,test,true
TRN_001586,synthetic://images/pcb_power_supply/f27576df29f7.jpg,f27576df29f7,pcb,pcb_power_supply,collector,1.82,New Delhi,279.32,,2026-04-04T07:25:00.000Z,train,true
TRN_001587,synthetic://images/pcb_power_supply/bdedd5f5584d.jpg,bdedd5f5584d,pcb,pcb_power_supply,collector,1.46,Pune,180.12,184.89,2025-11-18T06:09:00.000Z,train,true
TRN_001588,synthetic://images/pcb_cpu_processor/2862e62c7d37.jpg,2862e62c7d37,pcb,pcb_cpu_processor,collector,0.15,Pune,494.77,507.89,2025-11-18T06:09:00.000Z,train,true
TRN_001589,synthetic://images/pcb_cpu_processor/077946f41cd1.jpg,077946f41cd1,pcb,pcb_cpu_processor,collector,0.16,Pune,665.23,576.64,2026-07-11T15:14:00.000Z,train,true
TRN_001590,synthetic://images/cable_copper_house/cf3f867a694d.jpg,cf3f867a694d,cable,cable_copper_house,collector,31.02,Pune,12871.08,11157,2026-07-11T15:14:00.000Z,val,true
TRN_001591,synthetic://images/cable_mixed_scrap/8c30c2a3ea33.jpg,8c30c2a3ea33,cable,cable_mixed_scrap,collector,17.38,Pune,2281.73,1977.87,2026-07-11T15:14:00.000Z,test,true
TRN_001592,synthetic://images/plastic_mixed_dirty/75dd0a59ef17.jpg,75dd0a59ef17,mixed_plastic,plastic_mixed_dirty,collector,31.6,Mumbai Suburban,319.75,300.26,2026-07-03T19:26:00.000Z,val,true
TRN_001593,synthetic://images/motor_small_appliance/da8a2457bdb4.jpg,da8a2457bdb4,motor_magnet,motor_small_appliance,collector,3.88,Mumbai Suburban,254.08,238.59,2026-07-03T19:26:00.000Z,test,true
TRN_001594,synthetic://images/cable_copper_house/7627cc7e814e.jpg,7627cc7e814e,cable,cable_copper_house,collector,34.94,Thane,6759,6896.75,2026-08-17T08:29:00.000Z,train,true
TRN_001595,synthetic://images/cable_mixed_scrap/9b0f37ec100b.jpg,9b0f37ec100b,cable,cable_mixed_scrap,collector,7.29,Thane,1077.24,1099.19,2026-08-17T08:29:00.000Z,train,true
TRN_001596,synthetic://images/pcb_power_supply/63521eea27a6.jpg,63521eea27a6,pcb,pcb_power_supply,recycler_corrected,5.78,Thane,839.83,856.95,2026-08-17T08:29:00.000Z,val,true
TRN_001597,synthetic://images/pcb_cpu_processor/2e7a4ca824cd.jpg,2e7a4ca824cd,pcb,pcb_cpu_processor,collector,0.2,Nashik,753.32,729.9,2026-02-24T13:10:00.000Z,train,true
TRN_001598,synthetic://images/pcb_ram_gold/276b843092c8.jpg,276b843092c8,pcb,pcb_ram_gold,collector,0.19,Mumbai Suburban,248.98,245.22,2025-10-10T17:02:00.000Z,test,true
TRN_001599,synthetic://images/cable_copper_house/6e687586e034.jpg,6e687586e034,cable,cable_copper_house,recycler_corrected,1.14,Mumbai Suburban,405.43,399.32,2025-10-10T17:02:00.000Z,val,true
TRN_001600,synthetic://images/pcb_motherboard/c01969efcbf5.jpg,c01969efcbf5,pcb,pcb_motherboard,collector,1.26,Thane,412.51,433.69,2026-07-10T12:16:00.000Z,val,true
TRN_001601,synthetic://images/cable_aluminium/a7f46bf9c66f.jpg,a7f46bf9c66f,cable,cable_aluminium,collector,10.03,Pune,617.27,623.94,2025-12-05T18:37:00.000Z,train,true
TRN_001602,synthetic://images/pcb_power_supply/0c5e5c2cd12d.jpg,0c5e5c2cd12d,pcb,pcb_power_supply,collector,4.36,Mumbai Suburban,540.93,,2026-04-18T15:14:00.000Z,train,true
TRN_001603,synthetic://images/cable_data_thin/a957f3e2f410.jpg,a957f3e2f410,cable,cable_data_thin,collector,35.87,Mumbai Suburban,5486.44,,2026-04-18T15:14:00.000Z,train,true
TRN_001604,synthetic://images/pcb_motherboard/55d648d25473.jpg,55d648d25473,pcb,pcb_motherboard,collector,7.1,Mumbai Suburban,2509.92,2474.66,2026-07-10T09:31:00.000Z,train,true
TRN_001605,synthetic://images/pcb_power_supply/308a8c5a959f.jpg,308a8c5a959f,pcb,pcb_power_supply,collector,7.36,Pune,987.95,958.27,2026-04-29T09:06:00.000Z,test,true
TRN_001606,synthetic://images/plastic_hips_tv/69e0c46839ad.jpg,69e0c46839ad,mixed_plastic,plastic_hips_tv,collector,42.12,Pune,442.2,456.72,2026-01-30T11:25:00.000Z,train,true
TRN_001607,synthetic://images/lcd_laptop_panel/12566955f228.jpg,12566955f228,lcd_panel,lcd_laptop_panel,recycler_corrected,0.38,Pune,17.2,17.25,2026-08-23T16:56:00.000Z,train,true
TRN_001608,synthetic://images/motor_fan_ac/968971dfee67.jpg,968971dfee67,motor_magnet,motor_fan_ac,collector,16.31,Pune,1064.67,1068.02,2026-08-23T16:56:00.000Z,train,true
TRN_001609,synthetic://images/cable_aluminium/f3f73d7e2f91.jpg,f3f73d7e2f91,cable,cable_aluminium,collector,20.55,Thane,3276.33,3465.2,2025-09-04T06:34:00.000Z,train,true
TRN_001610,synthetic://images/plastic_hips_tv/ba4031ade0e5.jpg,ba4031ade0e5,mixed_plastic,plastic_hips_tv,collector,7.71,Pune,189.6,191.61,2025-10-06T11:23:00.000Z,val,true
TRN_001611,synthetic://images/crt_yoke/cad31d3e29f3.jpg,cad31d3e29f3,crt,crt_yoke,collector,8.97,Pune,683.69,690.95,2025-10-06T11:23:00.000Z,train,true
TRN_001612,synthetic://images/plastic_abs_casing/2e451a37865a.jpg,2e451a37865a,mixed_plastic,plastic_abs_casing,recycler_corrected,7.96,Pune,280.33,283.31,2025-10-06T11:23:00.000Z,test,true
TRN_001613,synthetic://images/motor_small_appliance/4a47091a9b44.jpg,4a47091a9b44,motor_magnet,motor_small_appliance,collector,3.26,Pune,461.39,466.29,2025-10-06T11:23:00.000Z,train,true
TRN_001614,synthetic://images/cable_copper_house/0327cf8e3f19.jpg,0327cf8e3f19,cable,cable_copper_house,collector,29.38,Mumbai Suburban,13482.19,,2026-05-21T19:57:00.000Z,train,true
TRN_001615,synthetic://images/battery_li_ion_laptop/06520c87dcff.jpg,06520c87dcff,battery,battery_li_ion_laptop,collector,3.48,Nashik,799.77,722.54,2025-11-05T16:46:00.000Z,test,true
TRN_001616,synthetic://images/lcd_laptop_panel/f979e80157c9.jpg,f979e80157c9,lcd_panel,lcd_laptop_panel,recycler_corrected,1.89,Nashik,85.29,77.05,2025-11-05T16:46:00.000Z,val,true
TRN_001617,synthetic://images/motor_fan_ac/0f28de1cfb4d.jpg,0f28de1cfb4d,motor_magnet,motor_fan_ac,collector,3.65,Nashik,532.39,480.98,2025-11-05T16:46:00.000Z,test,true
TRN_001618,synthetic://images/pcb_power_supply/99b473be3d65.jpg,99b473be3d65,pcb,pcb_power_supply,collector,5.97,Pune,807.7,835.37,2025-12-19T15:51:00.000Z,train,true
TRN_001619,synthetic://images/plastic_hips_tv/4fa27e77e66d.jpg,4fa27e77e66d,mixed_plastic,plastic_hips_tv,collector,16.97,Nashik,401.51,292.39,2025-09-08T16:40:00.000Z,train,true
TRN_001620,synthetic://images/plastic_abs_casing/57c6791eb732.jpg,57c6791eb732,mixed_plastic,plastic_abs_casing,collector,2.09,Mumbai Suburban,74.22,74.91,2026-02-20T16:08:00.000Z,train,true
TRN_001621,synthetic://images/cable_mixed_scrap/944b3c437fff.jpg,944b3c437fff,cable,cable_mixed_scrap,collector,27.93,Mumbai Suburban,5559.47,5611.47,2026-02-20T16:08:00.000Z,train,true
TRN_001622,synthetic://images/motor_fan_ac/a7cb3eca8e6e.jpg,a7cb3eca8e6e,motor_magnet,motor_fan_ac,collector,7.01,Mumbai Suburban,1176.28,1187.28,2026-02-20T16:08:00.000Z,train,true
TRN_001623,synthetic://images/plastic_abs_casing/117caa52eaf3.jpg,117caa52eaf3,mixed_plastic,plastic_abs_casing,recycler_corrected,24.92,Nashik,631.22,556.06,2026-03-31T13:24:00.000Z,test,true
TRN_001624,synthetic://images/lcd_tv_panel/fe897b001f53.jpg,fe897b001f53,lcd_panel,lcd_tv_panel,collector,67.37,Thane,1557.03,1508.28,2026-03-20T10:36:00.000Z,val,true
TRN_001625,synthetic://images/pcb_cpu_processor/a9992bcd31aa.jpg,a9992bcd31aa,pcb,pcb_cpu_processor,recycler_corrected,0.1,Pune,398.33,,2026-06-18T09:30:00.000Z,train,true
TRN_001626,synthetic://images/pcb_ram_gold/72f65185df5f.jpg,72f65185df5f,pcb,pcb_ram_gold,collector,0.14,Pune,231.55,245.65,2026-02-15T09:21:00.000Z,val,true
TRN_001627,synthetic://images/plastic_abs_casing/0dc3144d77fd.jpg,0dc3144d77fd,mixed_plastic,plastic_abs_casing,collector,37.99,Pune,1339.49,1421.06,2026-02-15T09:21:00.000Z,train,true
TRN_001628,synthetic://images/motor_hdd_assembly/0411f16887c2.jpg,0411f16887c2,motor_magnet,motor_hdd_assembly,collector,0.84,Pune,178.95,189.85,2026-02-15T09:21:00.000Z,train,true
TRN_001629,synthetic://images/plastic_abs_casing/5923b522ddbd.jpg,5923b522ddbd,mixed_plastic,plastic_abs_casing,collector,16.08,Nashik,525.43,523.24,2026-04-13T13:02:00.000Z,train,true
TRN_001630,synthetic://images/motor_hdd_assembly/a49796c5bd10.jpg,a49796c5bd10,motor_magnet,motor_hdd_assembly,collector,2.17,Nashik,600.38,597.87,2026-04-13T13:02:00.000Z,train,true
TRN_001631,synthetic://images/cable_aluminium/f18abb865f6f.jpg,f18abb865f6f,cable,cable_aluminium,recycler_corrected,21.28,Mumbai Suburban,3175.53,,2026-03-11T19:06:00.000Z,val,true
TRN_001632,synthetic://images/motor_small_appliance/57acf54fca6c.jpg,57acf54fca6c,motor_magnet,motor_small_appliance,collector,12.62,Pune,1699.03,1720.66,2025-11-26T10:53:00.000Z,train,true
TRN_001633,synthetic://images/battery_li_ion_mobile/d5ad0d88d938.jpg,d5ad0d88d938,battery,battery_li_ion_mobile,collector,0.05,Pune,10.18,10.31,2025-11-26T10:53:00.000Z,train,true
TRN_001634,synthetic://images/motor_speaker_magnet/45d98485dc5c.jpg,45d98485dc5c,motor_magnet,motor_speaker_magnet,collector,1,Pune,58.5,51.5,2025-11-04T11:23:00.000Z,test,true
TRN_001635,synthetic://images/crt_monitor/c1587cb43888.jpg,c1587cb43888,crt,crt_monitor,collector,77.5,Mumbai Suburban,680.91,620.91,2025-11-18T12:41:00.000Z,test,true
TRN_001636,synthetic://images/cable_data_thin/cf7e67f3af2b.jpg,cf7e67f3af2b,cable,cable_data_thin,collector,43.11,Mumbai Suburban,6302.68,5747.34,2025-11-18T12:41:00.000Z,val,true
TRN_001637,synthetic://images/motor_fan_ac/d604c55438bb.jpg,d604c55438bb,motor_magnet,motor_fan_ac,collector,28.08,Mumbai Suburban,3789.09,,2026-06-10T17:56:00.000Z,test,true
TRN_001638,synthetic://images/lcd_monitor_panel/85d5c5819fa8.jpg,85d5c5819fa8,lcd_panel,lcd_monitor_panel,collector,44.61,Chhatrapati Sambhajinagar,1083.42,,2026-06-17T17:55:00.000Z,test,true
TRN_001639,synthetic://images/battery_li_ion_mobile/1803c3284fe6.jpg,1803c3284fe6,battery,battery_li_ion_mobile,collector,0.04,Pune,7.31,7.65,2026-05-17T13:20:00.000Z,train,true
TRN_001640,synthetic://images/pcb_tv_low_grade/683cd6ea2177.jpg,683cd6ea2177,pcb,pcb_tv_low_grade,collector,5.61,Thane,677.05,400.12,2025-10-08T08:53:00.000Z,val,true
TRN_001641,synthetic://images/lcd_laptop_panel/d4b53fb5db18.jpg,d4b53fb5db18,lcd_panel,lcd_laptop_panel,collector,4.93,Pune,242.31,245.4,2026-07-20T18:59:00.000Z,val,true
TRN_001642,synthetic://images/battery_lead_acid_ups/02dd1f3dd442.jpg,02dd1f3dd442,battery,battery_lead_acid_ups,collector,52.66,Pune,3839.67,3888.66,2026-07-20T18:59:00.000Z,test,true
TRN_001643,synthetic://images/battery_button_cell/7f7b7f405d11.jpg,7f7b7f405d11,battery,battery_button_cell,collector,24.48,Pune,2459.36,2283.54,2026-02-14T11:07:00.000Z,train,true
TRN_001644,synthetic://images/pcb_cpu_processor/5a73ab4791b9.jpg,5a73ab4791b9,pcb,pcb_cpu_processor,collector,0.26,Pune,1108.12,1028.9,2026-02-14T11:07:00.000Z,train,true
TRN_001645,synthetic://images/pcb_motherboard/045b942fe04a.jpg,045b942fe04a,pcb,pcb_motherboard,collector,4.07,Pune,1103.31,1024.43,2026-02-14T11:07:00.000Z,train,true
TRN_001646,synthetic://images/battery_button_cell/3f066e6905ab.jpg,3f066e6905ab,battery,battery_button_cell,collector,24.82,Pune,1934.5,2045.39,2025-10-06T08:21:00.000Z,train,true
TRN_001647,synthetic://images/plastic_hips_tv/f6685afc7397.jpg,f6685afc7397,mixed_plastic,plastic_hips_tv,collector,4.42,Pune,103.52,109.45,2025-10-06T08:21:00.000Z,test,true
TRN_001648,synthetic://images/plastic_hips_tv/c690fff34b0c.jpg,c690fff34b0c,mixed_plastic,plastic_hips_tv,collector,6.76,Pune,166.24,175.77,2025-10-06T08:21:00.000Z,val,true
TRN_001649,synthetic://images/pcb_tv_low_grade/35748ef9b260.jpg,35748ef9b260,pcb,pcb_tv_low_grade,collector,4.43,Mumbai Suburban,530.23,513.18,2026-01-05T16:32:00.000Z,train,true
TRN_001650,synthetic://images/plastic_hips_tv/2b3bdfd23640.jpg,2b3bdfd23640,mixed_plastic,plastic_hips_tv,recycler_corrected,40.57,Bengaluru Urban,997.21,1021.26,2026-05-25T06:00:00.000Z,val,true
TRN_001651,synthetic://images/motor_fan_ac/c28a190e776a.jpg,c28a190e776a,motor_magnet,motor_fan_ac,collector,6.34,Nashik,918.6,902.07,2026-02-05T06:18:00.000Z,val,true
TRN_001652,synthetic://images/cable_aluminium/fc959a2b6230.jpg,fc959a2b6230,cable,cable_aluminium,collector,10.56,New Delhi,1430.07,,2026-07-07T18:52:00.000Z,train,true
TRN_001653,synthetic://images/cable_aluminium/c96848706a0d.jpg,c96848706a0d,cable,cable_aluminium,collector,15.45,Mumbai Suburban,2192.97,,2026-07-05T10:35:00.000Z,train,true
TRN_001654,synthetic://images/cable_data_thin/ca35f13aea37.jpg,ca35f13aea37,cable,cable_data_thin,recycler_corrected,24.7,Mumbai Suburban,3708.71,,2026-07-05T10:35:00.000Z,train,true
TRN_001655,synthetic://images/cable_mixed_scrap/ceddcee21e76.jpg,ceddcee21e76,cable,cable_mixed_scrap,collector,4.6,Mumbai Suburban,984.21,,2026-05-04T10:47:00.000Z,train,true
TRN_001656,synthetic://images/motor_speaker_magnet/cf9bef7f97aa.jpg,cf9bef7f97aa,motor_magnet,motor_speaker_magnet,collector,0.91,Mumbai Suburban,64.57,70.62,2025-10-25T08:04:00.000Z,train,true
TRN_001657,synthetic://images/battery_li_ion_mobile/6d05c61fb8bb.jpg,6d05c61fb8bb,battery,battery_li_ion_mobile,collector,0.33,Mumbai Suburban,65,71.09,2025-10-25T08:04:00.000Z,train,true
TRN_001658,synthetic://images/plastic_mixed_dirty/c5a63b780131.jpg,c5a63b780131,mixed_plastic,plastic_mixed_dirty,recycler_corrected,9.76,Mumbai Suburban,118.06,129.12,2025-10-25T08:04:00.000Z,test,true
TRN_001659,synthetic://images/cable_aluminium/fb23cd2c7492.jpg,fb23cd2c7492,cable,cable_aluminium,collector,37.01,Mumbai Suburban,5544.23,,2026-08-17T12:03:00.000Z,train,true
TRN_001660,synthetic://images/cable_copper_house/fc99c69b8982.jpg,fc99c69b8982,cable,cable_copper_house,collector,40.41,Mumbai Suburban,15086.91,,2026-03-15T08:29:00.000Z,train,true
TRN_001661,synthetic://images/motor_speaker_magnet/a1d6cd08467d.jpg,a1d6cd08467d,motor_magnet,motor_speaker_magnet,recycler_corrected,3.38,Mumbai Suburban,252.18,263.46,2026-07-11T18:00:00.000Z,train,true
TRN_001662,synthetic://images/pcb_power_supply/cfcdc9e23707.jpg,cfcdc9e23707,pcb,pcb_power_supply,collector,5.23,Mumbai Suburban,648.35,,2025-12-26T18:36:00.000Z,train,true
TRN_001663,synthetic://images/cable_aluminium/5a434cb1bbbc.jpg,5a434cb1bbbc,cable,cable_aluminium,collector,29.21,Mumbai Suburban,4365.03,,2025-12-26T18:36:00.000Z,val,true
TRN_001664,synthetic://images/pcb_motherboard/9951e0566de8.jpg,9951e0566de8,pcb,pcb_motherboard,collector,6.59,Pune,2238.39,2259.91,2025-09-20T16:03:00.000Z,train,true
TRN_001665,synthetic://images/crt_tv/c90e353248ea.jpg,c90e353248ea,crt,crt_tv,collector,22.39,Pune,136.13,137.44,2025-09-20T16:03:00.000Z,test,true
TRN_001666,synthetic://images/cable_copper_house/c8d9aecce6b3.jpg,c8d9aecce6b3,cable,cable_copper_house,collector,39.94,Pune,13116.37,13242.45,2025-09-20T16:03:00.000Z,val,true
TRN_001667,synthetic://images/cable_mixed_scrap/69f72d7bbcdb.jpg,69f72d7bbcdb,cable,cable_mixed_scrap,collector,30.28,Mumbai Suburban,6433.83,,2025-12-10T14:26:00.000Z,train,true
TRN_001668,synthetic://images/battery_li_ion_mobile/ceeb4a44ccbd.jpg,ceeb4a44ccbd,battery,battery_li_ion_mobile,collector,0.23,Mumbai Suburban,45.62,,2026-01-16T13:06:00.000Z,train,true
TRN_001669,synthetic://images/motor_hdd_assembly/ee6933a3964c.jpg,ee6933a3964c,motor_magnet,motor_hdd_assembly,collector,3.62,Thane,1015.19,1042.51,2026-02-04T11:47:00.000Z,train,true
TRN_001670,synthetic://images/cable_aluminium/1cd536a8d11f.jpg,1cd536a8d11f,cable,cable_aluminium,collector,29.41,Thane,4612.62,4736.75,2026-02-04T11:47:00.000Z,train,true
TRN_001671,synthetic://images/motor_small_appliance/a4c93b05335d.jpg,a4c93b05335d,motor_magnet,motor_small_appliance,collector,4.96,Thane,659.38,677.13,2026-02-04T11:47:00.000Z,train,true
TRN_001672,synthetic://images/cable_aluminium/6a6026c0bcd2.jpg,6a6026c0bcd2,cable,cable_aluminium,collector,25.15,Mumbai Suburban,2933,,2026-01-20T09:25:00.000Z,train,true
TRN_001673,synthetic://images/cable_copper_house/97b05d929b14.jpg,97b05d929b14,cable,cable_copper_house,collector,8.64,Mumbai Suburban,3927.74,,2026-01-20T09:25:00.000Z,train,true
TRN_001674,synthetic://images/pcb_tv_low_grade/6b9bcd5fc65e.jpg,6b9bcd5fc65e,pcb,pcb_tv_low_grade,collector,2.1,Mumbai Suburban,251.35,232.85,2025-12-10T16:33:00.000Z,train,true
TRN_001675,synthetic://images/plastic_mixed_dirty/a2d6fae4235d.jpg,a2d6fae4235d,mixed_plastic,plastic_mixed_dirty,collector,26.66,Pune,264.74,,2026-01-24T14:25:00.000Z,train,true
